Date,Location,Aboard,Fatalities
1952-09-15,"Wadi Halfa, Sudan",3,3
1952-10-08,"Off Tarbat Ness, Scotland",14,14
1952-10-14,"San Fransisco do Paula, Brazil",28,14
1952-10-16,"Off Kangnung, South Korea",25,25
1952-10-29,"Near Flagstaff, Arizona",16,16
1952-11-06,"Lake Chad, Chad",6,5
1952-11-07,"Near Summit, Alaska",19,19
1952-11-14,"Near Seoul, South Korea",44,44
1952-11-15,"Near Anchorage, Alaska",20,20
1952-11-17,"Shepard, Montana",16,9
1952-11-22,"Mount Gannett, Alaska",52,52
1952-11-28,"Near Tacoma, Washington",38,37
1952-12-06,"Near Sofia, Bugaria",18,18
1952-12-06,"Off Bermuda-Kindley Field, Bermuda",41,37
1952-12-20,"Moses Lake, Washington",115,87
1952-12-21,"Off Miami, Florida",3,3
1952-12-25,"Off Caracas, Venezuela",5,3
1952-12-25,"Tehran, Iran",29,27
1952-12-30,"Chinmen Island, Taiwan",10,2
1953-01-05,"Belfast, Northern Ireland",35,27
1970-02-13,"Pin-la-Garenne, France",10,10
1953-01-07,"Fish Haven, Idaho",40,40
1953-01-15,"25 nm off Agrigento, Italy",26,26
1953-01-26,"Sinnai, Sardinia, Italy",19,19
1953-02-02,"Off Newfoundland, Canada",39,39
1953-02-03,"Muong Sai, Laos",18,18
1953-02-07,"Eysines, France",20,5
1953-02-09,"Cairo, Egypt",35,30
1953-02-14,"Off Mobile, Alabama",46,46
1953-03-03,"Karachi, Pakistan",11,11
1953-03-04,"Windsor Locks, Connecticut",2,2
1953-03-14,"Kalasahar, India",16,16
1953-03-17,"Off Da Nang, Vietnam",8,8
1953-03-18,"Random Island, Newfoundland",23,23
1953-03-20,"Alvarado, California",35,35
1953-03-27,"Itapebi, Brazil",14,14
1953-03-29,"Mtara, Tanganyika",13,13
1953-04-10,"Off Kingston, Jamaica",13,13
1953-04-10,"Miandivazo, Madagascar",4,4
1953-04-14,"Near Guwahati, India",3,3
1953-04-14,"Selleck, Washington",25,7
1953-04-16,"NW of Hanoi, Vietnam",30,30
1953-04-20,"San Francisco Bay, California",10,8
1953-05-02,"Near Jalalogori, West Bengal, India",43,43
1953-05-07,"Off Hartland Point, England",10,10
1953-05-09,"New Delhi, India",18,18
1953-05-11,"Prince Rupert, BC, Canada",19,2
1953-05-17,"Near Marshall, Texas",20,19
1953-05-25,"Amsterdam, Netherlands",34,0
1953-06-15,"Near Copiapo, Chile",7,7
1953-06-15,"San Ramon Mtns., Costa Rica",14,11
1953-06-16,"Phou-Lassy, French Indo-China",34,34
1953-06-17,"Sao Paulo, Brazil",17,17
1953-06-18,"Tachikawa AFB, Tokyo, Japan",129,129
1953-07-12,"PacifiOcean, 325 miles east of Wake Island",58,58
1953-07-17,"Near Milton, Florida",46,44
1953-07-27,"Near Kanggye, North Korea",21,21
1955-09-29,"Yellowknife, Northwest Territory, Canada",2,1
1953-08-03,"Off Fethiye Point, Turkey",42,4
1953-08-03,"Sharjah, United Arab Emirates",25,1
1953-08-05,Off Irish coast,23,14
1953-08-18,"Near San Diego, California",2,2
1953-09-01,"Near Barcelonnette, France",42,42
1953-09-01,"Vail, Washington",21,21
1953-09-08,"San Andres, Honduras",3,3
1953-09-14,"Chablekal, Mexico",2,1
1953-09-16,"Albany, New York",28,28
1953-09-25,"Ankara, Turkey",21,5
1953-09-28,"Louisville, Kentucky",41,25
1953-10-14,"Frankfurt, Germany",44,44
1953-10-17,"Lai Chau, Vietnam",7,2
1953-10-19,"Near Monterrey, Mexico",21,21
1953-10-19,"New York City, New York",27,2
1953-10-29,"Near Half Moon Bay, California",19,19
1953-11-03,"Potosi, Bolivia",28,28
1953-11-11,"Off Argyll, England",10,10
1953-12-04,"Mt. Somosierra, Spain",33,23
1953-12-12,"Nagpur, India",14,13
1953-12-19,"Zurich, Switzerland",44,1
1953-12-21,"Dah-el-Kadeeb, Syria",15,9
1954-01-02,"Herat, Afghanstan",21,21
1954-01-05,"Lapseki, Turkey",10,4
1954-01-06,"Near Aldbury, England",17,16
1954-01-10,"Off Elba, Italy",35,35
1954-01-11,"Manizales, Colombia",21,21
1954-01-13,"Long Beach, California",1,1
1954-01-14,"Rome, Italy",16,16
1954-01-14,"Prague, Czechoslovakia",15,15
1954-01-20,"Kansas City, Missouri",3,3
1954-02-01,"Off Hokkaido, Japan",35,35
1954-02-05,"Susitna Valley, Alaska",16,10
1954-02-12,"Off Gozo, Malta",10,10
1954-02-25,"New Delhi, India",3,3
1954-02-26,"Wright, Wyoming",9,9
1954-03-04,"Near St. Etienne de Tinee, France",20,20
1954-03-13,"Kallang Airport, Singapore",40,33
1954-03-14,"Off Mackay, Australia",2,2
1954-03-19,"Near Lothian, Maryland",18,18
1954-03-26,"Monterrey, Mexico",18,18
1954-04-03,"Adana, Turkey",25,25
1954-04-04,"Hanoi, Vietnam",4,4
1954-04-08,"Off Stromboli, Italy",21,21
1954-04-08,"Moose Jaw, SK, Canada",36,36
1954-04-13,"Santiago, Chile",16,16
1954-04-13,"Xieng Kouang, Laos",23,16
1954-04-23,"Sierra del Vilgo, Argentina",25,25
1954-04-30,"Near Calcutta, India",11,5
1954-05-22,"Paraparaumu, New Zealand",28,3
1954-05-31,"Cipo Mountain, Brazil",19,19
1954-06-03,"Near Maribor, Slovenia",4,1
1954-06-04,"Sao Paulo, Brazil",3,3
1954-06-08,"Tourane, Vietnam",4,4
1954-06-19,"Off Folkestone, England",9,3
1954-07-02,"Near Salvador, Brazil",20,20
1954-07-23,"Off Hainan Island, China",18,10
1954-08-08,"Near McGrath, Alaska",2,2
1954-08-09,"Terceira Island, Azores, Portugal",30,30
1954-08-12,Vietnam,3,3
1954-08-16,"Near Pakse, Laos",55,47
1954-08-22,"Near Mason City, Iowa",19,12
1954-08-23,"Near Dutch Coast, North Sea",21,21
1958-05-16,"Chatenoy, France",3,3
1954-08-27,"Near Rapid City, South Dekota",27,26
1954-09-05,"Foynes, Ireland",56,28
1954-09-12,"Off Rio de Janeiro, Brazil",30,6
1954-09-15,"Cairo, Egypt",4,3
1954-10-24,"Nar Limone Piemonte, Italy",21,21
1954-10-30,"Off Ocean City, Maryland",42,42
1954-10-30,Off the coast of Maryland,42,42
1954-10-31,"Mangalore, Australia",8,3
1954-11-16,"Jirishanga,Cerro de Pasco, Peru",24,24
1954-11-30,"Berlin, New Hampshire",7,2
1954-12-04,"Near Luang Pragang, Laos",28,28
1954-12-12,"Bratislava, Slovakia",4,4
1954-12-18,"Near Bolivar, Venezuela",2,2
1954-12-18,"New York, New York",32,26
1954-12-22,"Pittsburgh, Pennsylvania",28,10
1954-12-25,"Prestwick, Ayrshire, Scotland",36,28
1954-12-29,"Near Moscow, Russia",45,45
1954-12-31,"Irkutsk, Russia",17,17
1955-01-11,"Off Skellings, Ireland",18,18
1955-01-12,"Greater Cincinnati Airport, Covington, Kentucky",15,15
1955-01-19,"Des Moines, Iowa",39,0
1955-01-31,"Lapadrera, Colombia",5,5
1955-02-02,"Nagpur, India",10,10
1955-02-05,"Near Calabar, Nigeria",13,13
1955-02-13,"Rome, Italy",29,29
1955-02-19,"Albuquerque, New Mexico",16,16
1955-02-23,"Salisbury,  Zimbabwe",26,1
1955-03-06,"Vitoria da Conquista, Brazil",21,5
1955-03-08,"Mascota, Mexico",26,26
1955-03-09,"Trujillo, Colombia",8,8
1955-03-20,"Springfield, Mississippi",35,13
1955-03-22,"Oahu, Hawaii",66,66
1955-03-26,Off the Oregon coast,23,4
1955-04-02,"Off Pensacola, Florida",2,2
1955-04-04,"Islip, New York",3,3
1955-04-11,"Off Great Natuna Island, Sarawak",19,19
1955-04-18,"Kupe Mountains, Cameroons",14,12
1955-05-18,"Mt. Kilimanjaro, Kenya",20,20
1955-05-21,"Off Barcelona, Venezuela",13,4
1955-05-26,"Edmonton, Alberta, Canada",2,2
1955-06-03,"Fort Lamy, Cameroon",3,3
1955-06-16,"Near Asuncion, Paraguay",24,16
1955-06-18,"Leon, Mexico",18,18
1955-07-14,"Oaxaca, Mexico",22,22
1955-07-17,"Chicago, Illinois",43,22
1955-07-27,"Near Petrich, Bulgaria",58,58
1955-08-04,"Fort Leonard Wood, Missouri",30,30
1955-08-06,"Near Voronezh, Russia",25,25
1955-08-11,"Near Edelweiler, West Germany",66,66
1955-08-26,"Caparao Mountain, Brazil",13,13
1955-08-30,"Simra, Nepal",3,2
1955-09-02,"Meikitila, Myanmar",9,9
1955-09-08,"Burbank, California",33,3
1955-09-10,"Sombolabo, French Equitorial Africa",16,16
1955-09-17,"Near Thorhild, Canada",6,2
1955-09-21,"Idris, Libya",47,15
1955-09-24,PacifiOcean,5,3
1955-10-02,"Pico Oiriruma-Vinac, Peru",35,19
1955-10-06,"Near Centennial, Wyoming",66,66
1955-10-10,"Near Wien, Austria",29,7
1955-11-01,"Longmont, Colorado",44,44
1955-11-17,"Seattle, Washingon",74,28
1955-11-17,"Near Las Vegas, Nevada",14,14
1955-11-20,"Iwo Jima, Japan",11,10
1955-11-30,"Near Ballico, California",10,10
1955-12-01,"Belem, Brazil",6,6
1955-12-17,"Hollywood, South Carolina",2,2
1955-12-19,"Sao Paulo, Brazil",26,26
1955-12-21,"Jacksonville, Florida",17,17
1956-01-12,"Frederick Henry Bay,  Australia",2,1
1956-01-17,"Oreway, Canada",18,4
1956-01-18,"Torysa, Czechoslovakia",26,22
1956-01-28,"Lyon, France",3,3
1956-02-13,"Frobisher Bay, Canada",2,2
1956-02-14,"Near Fort Chimo, Quebec, Canada",3,2
1956-02-17,"Near Niles, California",40,40
1956-02-18,"Near Zurrieg, Malta",50,50
1956-02-20,"Near Cairo, Egypt",64,52
1956-02-24,"Near Aleppo, Syria",19,19
1956-02-25,"Jalkot, Pakistan",3,3
1956-03-21,"Tezpur, India",21,2
1956-03-28,"Largs, England",3,1
1956-03-31,"Indapur, India",3,3
1956-03-31,"Korat ,Thailand",18,18
1956-04-01,"Pittsburgh, Pennsylvania",36,22
1956-04-02,"Seattle, Washington",38,5
1956-04-09,"Skilak Lake, Alaska",6,6
1956-04-18,"Parintins, Brazil",12,3
1956-04-30,"London, England",54,2
1956-05-15,"Kathmandu, Nepal",33,14
1956-05-15,"Orleans, Ontario, Canada",2,2
1956-05-24,"Guatemala City, Guatemala",31,30
1956-06-20,"Asbury Park, New Jersey",74,74
1956-06-24,"Kano, Nigeria",45,32
1956-06-30,"Grand Canyon, Arizona",128,128
1956-07-09,"Near Flat Rock, Michigan",35,1
1956-07-13,"Near Brows Mills, New Jersey",66,46
1956-07-16,"Rio Cuarto, Argentina",18,18
1956-08-08,"Thazi, Burma",20,12
1956-08-29,"Cold Bay, Alaska",22,15
1956-09-09,"Amman, Jordan",57,1
1956-09-09,"Bartlesville, Oklahoma",18,0
1956-10-02,"Near Nome, Alaska",5,5
1956-10-10,"Off Land's End, England",59,59
1956-10-16,Over the PacifiOcean,31,0
1956-10-19,"Agartala, India",3,3
1956-10-28,Over the Mediterranean Sea,23,23
1956-11-05,"Blackbushe, England",80,5
1956-11-07,"Hommelfjell, Norway",12,2
1956-11-15,"Puerto Somoza, Nicaragua",25,25
1957-10-18,"Porto Alegre, Brazil",2,2
1956-11-17,"El Rucio Mountain, Colombia",36,36
1956-11-24,"Near Eglisau, Switzerland",23,23
1956-11-24,"Paris, France",35,34
1956-11-27,"Caracas, Venezuela",25,25
1956-12-08,"Caqueta, Colombia",16,14
1956-12-09,"Near Chilliwack, British Columbia, Canada",62,62
1956-12-12,"Dannemois, France",5,5
1956-12-22,"Grub, Germany",30,3
1956-12-22,"Mt. Giner, Italy",21,21
1956-12-30,"Dhahran, Saudi Arabia",37,11
1957-01-06,"Owasso, Oklahoma",10,1
1957-01-11,"Near Buenos Aires, Argentina",33,17
1957-01-23,"Ometepe Island, Nicaragua",16,16
1957-01-29,"Paris, France",70,2
1957-01-31,"Near Sunland, California",6,5
1957-02-01,"New York, New York",101,21
1957-02-22,"Kimpo Air Base, South Korea",159,22
1957-03-02,"Blyn, Washington",5,5
1957-03-05,"Drayton, England",22,18
1957-03-09,"El Soldado, Colombia",15,15
1957-03-14,"Manchester, England",20,20
1957-03-17,"Near Cebu, Philippines",25,24
1957-03-18,"Near Sayari, Bolivia",19,19
1957-03-22,Over the North PacifiOcean,67,67
1957-04-07,"Bage, Brazil",40,40
1957-04-08,"Algiers, Algeria",34,34
1957-04-10,"Anchieta Island, Brazil",30,26
1957-04-15,"Merida, Mexico",3,3
1957-04-17,"Near El Quweira, Jordan",24,24
1957-04-20,"Jirkouk, Iraq",,1
1957-05-01,"Blackbushe, Hants, England",35,34
1957-05-05,"Santoshpur, India",3,1
1957-05-09,"Barajas, Madrid, Spain",37,37
1957-05-13,"Near San Carlos de Bariloche, Argentina",16,16
1957-05-13,"Narsarressuak, Greenland",3,2
1957-05-13,"New Delhi, India",2,2
1957-06-14,"Near Moscow, Russia",13,9
1957-06-18,"Bodensee, Switzerland",9,9
1957-06-22,"Near Clarksburg, Maryland",3,3
1957-06-23,"Port Hardy, BC, Canada",18,14
1957-07-01,"Bay of Bengal, Pakistan",24,24
1957-07-16,"Near Biak, Indonesia",68,58
1957-07-25,"Daggett, California",16,1
1957-08-11,"Near Issoudun, Quebec, Canada",79,79
1957-08-15,"Copenhagen, Denmark",23,23
1957-08-20,"Assam, India",8,8
1957-08-29,"Near Juticalpa, Honduras",12,12
1957-09-03,"Niquitao, Venezuela",8,8
1957-09-15,"New Bedford, Massachusett",24,12
1957-09-18,"Montevideo,  Uruguay",35,1
1957-09-28,,3,3
1957-10-03,"Beirut, Lebanon",27,27
1957-10-23,"Belfast, Ireland",7,7
1957-10-28,"Madrid, Spain",21,21
1957-10-30,"Near Campeche, Mexico",3,3
1957-11-06,"Bristol, England",15,15
1957-11-09,"900 miles E of Honolulu, Hawaii, PacifiOcean",44,44
1957-11-15,"Near Palma de Mallorca, Spain",4,4
1957-11-15,"Chessell Down Hants, England",58,43
1957-11-21,"Christchurch, New Zealand",4,4
1957-12-08,"Bolivar, Argentina",61,61
1957-12-10,"Jeannine Lake, Quebec, Canada",3,3
1957-12-11,"Ozamis City, Philippines",12,2
1957-12-23,"Stansted, England",4,4
1957-12-23,"Off Oahu, Hawaii",23,19
1957-12-31,"Buenos Aires, Argentina",51,9
1958-01-16,"Belem, Brazil",3,3
1958-01-20,"Near La Paz, Bolivia",11,11
1958-02-01,"Rio de Janeiro, Brazil",67,5
1958-05-15,"New Delhi, India",38,21
1958-02-01,"Norwalk, California",49,47
1958-02-06,"Munich, Germany",44,23
1958-02-19,"Motu Taoru, France",15,15
1958-02-20,"Off Corvo Island, Azores",22,22
1958-02-27,"Horwich, Lancs, England",42,35
1958-03-07,"Off Ryukyu Islands, Okinawa",26,26
1958-03-07,"Menzalah Lake, Egypt",26,8
1958-03-22,"Grants, New Mexico",4,4
1958-03-24,"Near Kathmandu, Nepal",20,20
1958-03-25,"Miami, Florida",24,9
1958-03-27,"Bridgeport, Texas",18,18
1958-04-02,"Quito, Ecuador",14,3
1958-04-06,"Freeland, Michigan",47,47
1958-04-07,"Mt. Illiniza, Ecuador",32,32
1958-04-14,"Off Castell de Fels, Spain",16,16
1958-04-21,"Near Sloan, 10 miles SW of Las Vegas, Nevada",49,49
1958-05-18,"Near Casablanca, Morocco",65,61
1958-05-20,"Brunswick, Maryland",11,11
1958-05-25,"Gurgaon, India",5,4
1958-05-31,"SW of Algiers, Algeria",15,15
1958-05-31,"Rio de Janeiro, Brazil",4,4
1958-06-02,"Manila, Philippines",57,1
1958-06-02,"Near Guadalajara, Mexico",45,45
1958-06-04,"Martinsburg, West Virginia",3,1
1958-06-16,"Curitiba, Brazil",27,19
1958-06-25,"Mohanbari, India",7,7
1958-06-27,"Near Chicopee Falls, Massachusetts",15,15
1958-07-09,"Dhaka, Baangladesh",3,3
1958-08-09,"Benghazi, Libya",54,36
1958-08-12,"Sakiya Saugye, Japan",33,33
1958-08-12,"Maraso Bay, Brazil",10,10
1958-08-14,"North AtlantiOcean, 100 miles W of Galway Bay, Ireland",99,99
1958-08-15,"Nantucket, Massachusett",34,24
1958-08-15,"Near Chita, Russia",64,64
1958-09-02,"Sasnashen, Russia",17,17
1958-09-02,"London, England",3,3
1958-09-02,Off Guam,19,19
1958-09-05,"Campina Grande, Brazil",18,13
1958-09-08,"Near Fairchild AFB, Washington DC",16,13
1958-09-09,"Mount Oyama, Japan",8,8
1958-09-15,"Triel, France",15,15
1958-09-29,Over the Mediterranean Sea,5,5
1958-10-09,"Payette, Idaho",19,19
1958-10-14,"Mt. Alto del Cedro, Venezuela",23,23
1958-10-15,"Villa Montes, Bolivia",20,20
1958-10-17,"Near Kanash, Russia",80,80
1958-10-18,"Placentia Bay, Canada",29,11
1958-10-22,"Anzio, Italy",31,31
1958-11-01,"Nipe Bay, Cuba",20,17
1958-11-03,"Near Roccatamburo di Poggiodomo, Italy",8,8
1958-11-08,"La Paz, Bolivia",3,3
1958-11-09,North AtlantiOcean,36,36
1958-11-16,"Fort Collins, Colorado",2,2
1958-12-04,"Guadarrama Mountains, Spain",21,21
1958-12-24,"Winkton, England",12,9
1958-12-26,"Salisbury, Zimbabwe",70,3
1958-12-30,"Rio de Janeiro, Brazil",37,21
1962-01-13,"Near Tippi, Ethiopia",18,5
1959-01-06,"Mt. Pena Blanca, Guatemala",5,5
1959-01-08,"Mt. Holston, Tennessee",10,10
1959-01-11,"Rio de Janeiro, Brazil",39,36
1959-01-14,"Panther Peak, California",2,2
1959-01-16,"Off Mar del Plata, Argentina",52,51
1959-01-21,"Near Merida, Venezuela",4,4
1959-01-22,"Dabouk, Jordan",15,10
1959-01-27,"Brindisi, Italy",6,2
1959-02-01,"Kerrville, Texas",28,3
1959-02-03,"Mason City, Iowa",4,4
1959-02-03,"La Guardia Airport, New York, NY",73,65
1959-02-17,"Gatwick, Surrey, England",24,14
1959-02-18,"Belen, Chile",5,5
1959-11-21,"Beirut, Lebanon",27,24
1959-03-05,"Managua, Nicaragua",19,15
1959-03-12,"Tobu, India",7,5
1959-03-13,"Mahon, Spain",18,1
1959-03-29,"Near Banga, Central African Republic",9,9
1959-03-29,"Near Silchar, India",24,24
1959-03-30,"Alma, Georgia",2,2
1959-04-17,"Puerto Kino, Mexico",26,26
1959-04-23,"Van, Turkey",12,12
1959-04-29,"Valdemeca, Spain",28,28
1959-05-02,"Mallorca, Spain",5,5
1959-05-12,"Charleston, West Virginia",44,2
1959-05-12,"Chase, Maryland",31,31
1959-05-13,"Near Toumavista, Peru",12,12
1959-05-15,"Off Mar del Plata, Aregntina",10,10
1959-05-21,"Moro, Peru",8,8
1959-06-01,Nicaragua,60,60
1959-06-23,"Cerros Baco, Peru",14,14
1959-06-26,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",68,68
1959-06-30,"Ishikawa City, Ryukyu Island, Okinawa",1,0
1959-08-03,"Sagone, India",6,6
1959-08-14,"Karachi, Pakistan",3,2
1959-08-15,"Calverton, New York",5,5
1959-08-19,"Near Barcelona, Spain",32,32
1959-08-27,"Near Asuncion, Paraguay",50,2
1959-09-02,"Abilene, Texas",2,2
1959-09-08,"Poza Rica, Mexico",16,1
1959-09-12,"Near Tegucigalpa, Honduras",3,3
1959-09-23,"Sao Paulo, Brazil",20,20
1959-09-24,"Bordeaux, France",65,53
1959-09-24,"Great Sitkin Island, Alaska",16,16
1959-09-29,"Buffalo, Texas",34,34
1959-10-26,"Santa Maria, California",19,1
1959-10-29,"Athens, Greece",18,18
1959-10-30,"Waynesborough, Virginia",27,26
1959-11-04,"St. Cleophas, Quebec, Canada",5,5
1959-11-16,Gulf of Mexico,42,42
1959-11-16,"Lvov, Ukraine, USSR",40,40
1959-11-24,"Chicago, Illinois",3,3
1959-12-01,"Willamsport, Pennsylvania",26,25
1959-12-08,"Off Cartagena, Colombia",45,45
1959-12-13,"Near Tashkent, Uzbekistan, USSR",29,29
1959-12-17,"Ketchikan, Alaska",3,3
1959-12-21,"Rome, Italy",2,2
1959-12-22,"Rid de Janeiro, Brazil",33,33
1959-12-24,"Palembang, Indonesia",2,1
1959-12-31,"Near San Jose de Chiquitos, Bolivia",11,11
1960-01-03,"Taksing, India",9,9
1960-01-06,"Wilmington-Bolivia, North Carolina",34,34
1960-01-10,Gulf of Sirte,10,10
1960-01-18,"Charles City, Virginia",50,50
1960-01-19,"Ankara, Turkey",42,42
1973-05-11,"Near Semipalatinsk, USSR",61,61
1960-01-21,"Montego Bay, Jamacia",46,37
1960-01-26,"Off Bathurst Island, Australia",9,9
1960-02-05,"Laguna de Huana-Costa , Boliva",59,59
1960-02-26,"Rio de Janeiro, Brazil",61,61
1960-02-26,"Shannon, Ireland",52,34
1960-02-26,"Lvov, Ukraine, USSR",32,32
1960-03-15,"El Refugio, Colombia",13,6
1960-03-16,"Near Tokyo, Japan",33,3
1960-03-17,"Near Cannelton, 10 mile SE of Tell City, Indiana",63,63
1960-03-19,"Cordoba, Colombia",46,25
1960-04-05,"Siuna, Nicaragua",18,2
1960-04-12,"Pelotas, Brazil",22,10
1960-04-14,"Taipei ,Taiwan",18,18
1960-04-18,"Stephenville, Newfoundland",9,9
1960-04-19,"Bogota, Colombia",51,37
1960-04-20,"Hickory, North Carolina",44,4
1960-04-22,"Bunia, Belgian Congo",35,35
1960-04-28,"Near Calabozo, Venezuela",13,13
1960-05-15,"Jebel Marra, Sudan",12,12
1960-09-07,"Near Salto, Uruguay",31,31
1960-05-18,"El Sosneado, Argentina",10,10
1960-05-23,"Atlanta, Georgia",4,4
1960-06-10,"Off  Mackay, Qld. Australia",29,29
1960-06-14,"Mt. Gilbert, Alaska",14,14
1960-06-24,"Rio de Janeiro, Brazil",54,54
1960-07-06,"Off Barnegat City, New Jersey",21,18
1960-07-10,Persian Gulf,16,16
1960-07-11,"Near Quito, Ecuador",18,18
1960-07-14,"Off Manila, Philippines",58,1
1960-07-15,"Near Jima, Ethiopia",11,1
1960-07-19,"Near Goma, Zaire",41,37
1960-07-27,"Forest Park, Illinois",13,13
1960-07-31,"Near Rimini, Italy",34,1
1960-08-01,"Near Tipuani, Bolivia",6,6
1960-08-17,"Kiev, Ukraine, USSR",35,35
1960-08-17,"Near El Kelaa, Morocco",20,20
1960-08-24,"Off Heraklion, Greece",3,3
1960-08-29,"Off Dakar, Senegal",63,63
1960-09-19,"Agana, Guam, Mariana Islands",94,80
1960-09-22,"Off Naha, Okinawa",29,29
1960-09-26,"Moscow, Russia",37,31
1960-09-28,"Near Juchetipec, Mexico",18,8
1960-09-29,"Off Elba, Italy",21,21
1960-10-04,"Boston, Massachusett",72,62
1960-10-14,"Elba, Italy",11,11
1960-10-15,"Plain City, Utah",2,2
1960-10-21,"Ust-Orda, Russia",3,3
1960-10-28,"Near Missoula, Montana",12,12
1960-10-29,"Toledo, Ohio",48,22
1960-11-05,"Bhairawa, Nepal",4,4
1960-11-07,"Near Quito, Ecuador",37,37
1960-11-23,"Manila, Philippines",33,33
1960-12-07,"Cachimbo, Brazil",15,15
1960-12-11,"San Andres de Giles, Argentina",31,31
1961-04-03,"Llico, Chile",24,24
1961-05-10,"Stah, Algeria",78,78
1961-05-24,"Near Tacoma, Washington",22,22
1960-12-16,"Staten Island - Brooklyn, New York",128,128
1960-12-17,"Munich, West Germany",20,20
1960-12-22,"Cebu City, Philippines",37,28
1961-01-02,"Ruzyne, Czechoslovakia",10,10
1961-01-03,"Koivulahti, Finland",25,25
1961-01-19,"New York, New York (Idlewild)",106,4
1961-01-22,Midway Island Naval Air Station,22,6
1961-01-24,"Mt. Burangrang, Indonesia",21,21
1961-01-26,"Off Argentia, Azores",23,23
1961-01-28,"Off Montauk Point, New York",6,6
1961-02-03,"Off Surabaya, Indonesia",26,26
1961-02-15,"Near Brussels, Belgium",72,72
1961-03-09,"Near Caracas, Venezuela",12,12
1961-03-25,"Near Natal, Brazil",28,23
1961-03-28,"Russelbach, East Germany",52,52
1961-05-29,Singapore,13,13
1961-05-30,"Near Lisbon, Portugal",61,61
1961-06-12,"Cairo, Egypt",36,20
1961-06-17,"Near Kano, Nigeria",7,1
1961-06-30,"Buenos Aires, Argentina",35,24
1961-07-10,"Odessa, Ukraine, USSR",85,1
1961-07-11,"Denver, Colorado",122,17
1961-07-12,"Casablanca, Morocco",72,72
1961-07-19,"Near Azul, Argentina",67,67
1961-07-21,"Shemya, Alaska",6,6
1961-08-06,"Budapest, Hungary",27,27
1961-08-09,"Sola, Norway",39,39
1961-08-13,"Near Pha Khao, Laos",6,6
1961-08-29,"Sondreströmfjord, Greenland",6,1
1961-09-01,"Near Hinsdale, Illinois",78,78
1961-09-05,"Near Sendafar, Ethiopia",19,5
1961-09-06,"Cerro del Aernal, Costa Rica",2,2
1961-12-29,"Surabaya, Indonesia",14,14
1961-09-10,"Shannon, Ireland",83,83
1961-09-12,"Near Rabat, Morrocco",77,77
1961-09-17,"Ndola, Zambia",16,16
1961-09-17,"Chicago, Illinois",37,37
1961-09-23,"Ankara, Turkey",29,28
1961-10-07,"Mt. Canigou, France",34,34
1961-10-10,"El Adem, Libya",37,17
1961-11-01,"Les Prevosts, Guernsey",10,2
1961-11-01,"Near Recife, Brazil",45,45
1961-11-08,"Near Richmond, Virginia",79,77
1961-11-11,Off Puerto Rico,3,3
1961-11-23,"Campinas, Brazil",52,52
1961-11-23,Sao Tomé,35,21
1961-11-30,"Sydney, NSW, Australia",15,15
1961-12-04,"Mainz, Germany",3,3
1961-12-12,"Chievres, Belgium",13,13
1961-12-15,"Managua, Nicaragua",2,2
1961-12-21,"Ankara, Turkey",34,27
1961-12-24,"Old Harbor, Kodiak Island, Alaska",5,1
1962-01-22,"Caranavi ,Bolivia",6,6
1962-01-27,"Batataevka, USSR",13,13
1962-02-04,"Near Tino Maria, Peru",18,18
1962-02-25,"Portlamar, Margarita Island, Venezuela",23,23
1962-02-25,"Municipio de Marulanda, Colombia",2,2
1962-03-01,"Jamaica Bay, New York, New York",95,95
1962-03-04,"Douala, Cameroon",111,111
1962-03-06,"Near Seymour, South Africa",7,2
1962-03-08,"Mt. Medetsiz, Turkey",11,11
1962-03-08,"Rome, Italy",5,5
1962-03-08,"Near Alencon, France",15,15
1962-03-15,"Adak, Alaska",7,1
1962-03-15,"Western PacifiOcean, Philippine Sea",107,107
1962-03-20,Algeria,11,11
1962-03-27,"Santiago de Cuba, Cuba",22,22
1962-04-06,"Near Villavicencio, Colombia",31,31
1962-04-22,"Serrania del Baudo, Colombia",40,40
1962-10-12,"Near Camona, Spain",18,18
1962-05-06,"Near Portsmouth, England",18,12
1962-05-08,"Near Mong Pa Liao, Burma",32,32
1962-05-09,"Vitoria, Brazil",25,23
1962-05-12,"Godthaab, Greenland",21,15
1962-05-15,"Near Cairo, Egypt",3,3
1962-05-17,"Near Nairobi, Kenya",13,13
1962-05-22,"Near Markt Schwaben, West Germany",26,26
1962-05-22,"Near Unionville, Missouri",45,45
1962-06-03,"Villeneuve-le-Roi, Val-de-Marne, France",132,130
1962-06-04,"Sofia, Bulgaria",5,5
1962-06-22,"Basse-Terre, Guadaloupe, West Indies",112,112
1962-06-28,"Near Adler, Russia",81,81
1962-06-30,"Near Krasnoyarsk, USSR",84,84
1962-07-06,"Near Tashkent, Uzbekistan, USSR",14,14
1962-07-07,"Near Junnar, Maharashtra, India",94,94
1962-07-09,"Off Brindisi, Italy",6,6
1962-07-15,"Near Lahore, Pakistan",3,1
1962-07-16,"Loheshyphn, India",9,9
1962-07-19,"Near Bangkok, Thailand",26,26
1962-07-22,"Honolulu, Hawaii",40,27
1962-07-28,"Sochi, Russia",81,81
1962-07-30,"Coulommiers, France",8,4
1962-08-01,"Near Kathmandu, Nepal",10,10
1962-08-20,"Rio de Janerio, Brazil",105,15
1962-08-23,"Berranca Bermeja, Colombia",32,20
